Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
2012-05-24,BadgerysCreek,1.5,12.6,0,NA,NA,N,15,WSW,NA,6,0,100,99,1021.1,1018.4,NA,NA,8.3,10,No,11.4,Yes
2012-05-25,BadgerysCreek,8.4,17.6,11.4,NA,NA,WNW,57,NNW,WNW,6,33,100,43,1012.4,1009.1,NA,NA,12.5,16.1,Yes,0,No
2012-05-26,BadgerysCreek,3.1,17,0,NA,NA,WSW,54,NW,WSW,15,9,50,50,1014.6,1013.1,NA,NA,12.3,14.9,No,0,No
2012-05-27,BadgerysCreek,3.7,18.1,0,NA,NA,SSW,30,SSW,SSW,4,4,82,47,1020.6,1019.6,NA,NA,12,17.2,No,0,No
2012-05-28,BadgerysCreek,6.1,18.4,0,NA,NA,S,22,WSW,SE,11,4,78,49,1027,1025.4,NA,NA,12.3,17.1,No,0,No
2012-05-29,BadgerysCreek,8.4,18.4,0,NA,NA,SSW,22,SW,ESE,13,7,79,66,1031.9,1030.7,NA,NA,13.4,17,No,0,No
2012-05-30,BadgerysCreek,6.6,19.3,0,NA,NA,SSW,20,SW,WSW,11,6,91,52,1035.6,1032.5,NA,NA,12.2,18.1,No,0,No
2012-05-31,BadgerysCreek,7.7,20.1,0,NA,NA,SW,19,W,NNE,4,4,73,51,1034,1030.5,NA,NA,13.1,19.7,No,0,No
2012-06-01,BadgerysCreek,9,18.3,0,NA,NA,NNE,13,WSW,NNE,4,6,100,70,1029.6,1025.8,NA,NA,11.8,17.1,No,0.6,No
2012-06-02,BadgerysCreek,11.7,16.8,0.6,NA,NA,ENE,13,WSW,ESE,7,6,100,97,1022.8,1018.9,NA,NA,13.5,14.3,No,16,Yes
2012-06-03,BadgerysCreek,12.7,15.3,16,NA,NA,WSW,15,SW,SE,6,2,100,91,1014.9,1010.7,NA,NA,13.4,15,Yes,0.2,No
2012-06-04,BadgerysCreek,9.3,19.5,0.2,NA,NA,WSW,30,WNW,W,6,13,100,56,1004.6,1000.8,NA,NA,13.9,17.2,No,0,No
2012-06-05,BadgerysCreek,5.6,14.2,0,NA,NA,SSW,52,SSW,WSW,2,17,82,94,1000.9,1001.7,NA,NA,10.1,9.4,No,13.2,Yes
2012-06-06,BadgerysCreek,9.3,13.7,13.2,NA,NA,SSW,39,SSW,SSW,19,15,80,73,1017.3,1018.6,NA,NA,11.9,13.2,Yes,0.2,No
2012-06-07,BadgerysCreek,6.1,16.9,0.2,NA,NA,SW,26,SW,S,13,7,72,45,1023.7,1021.2,NA,NA,11.2,16.1,No,0.2,No
2012-06-08,BadgerysCreek,1.3,16.9,0.2,NA,NA,SW,15,NW,WNW,2,2,91,45,1026.4,1023.9,NA,NA,7.6,15.7,No,0,No
2012-06-09,BadgerysCreek,1.8,17.2,0,NA,NA,WSW,17,N,E,4,6,93,48,1027,1024,NA,NA,7.3,15.9,No,0.2,No
2012-06-10,BadgerysCreek,4.8,15.8,0.2,NA,NA,WSW,20,SW,W,11,6,87,69,1026.3,1023.5,NA,NA,10.1,14.9,No,11.6,Yes
2012-06-11,BadgerysCreek,10,13.2,11.6,NA,NA,SSW,20,SW,SW,11,9,97,99,1023.2,1021.3,NA,NA,11.1,12.5,Yes,30.8,Yes
2012-06-12,BadgerysCreek,10.3,18.4,30.8,NA,NA,SE,35,S,SSE,7,9,91,83,1021.4,1019.2,NA,NA,13.2,15.5,Yes,4.6,Yes
2012-06-13,BadgerysCreek,9.3,17.3,4.6,NA,NA,SW,24,SW,ESE,13,15,85,79,1021.5,1019.6,NA,NA,13.2,14.5,Yes,0.8,No
2012-06-14,BadgerysCreek,8.5,18.2,0.8,NA,NA,NNE,20,NW,NE,4,11,100,65,1019.7,1015.9,NA,NA,11.7,17.6,No,0,No
2012-06-15,BadgerysCreek,6.7,20.4,0,NA,NA,NNE,15,WNW,NE,4,6,100,61,1016.9,1013.1,NA,NA,10,19.6,No,0.2,No
2012-06-16,BadgerysCreek,5.8,11.9,0.2,NA,NA,WNW,20,SE,S,4,7,99,99,1018,1014,NA,NA,9.1,11.6,No,6.8,Yes
2012-06-17,BadgerysCreek,4.9,17.2,6.8,NA,NA,W,52,N,W,9,35,79,49,1019,1017.2,NA,NA,11.1,16.5,Yes,0,No
2012-06-18,BadgerysCreek,2.8,17.8,0,NA,NA,WSW,24,NE,WSW,6,15,83,48,1022.4,1019.8,NA,NA,10.2,17.2,No,0,No
2012-06-19,BadgerysCreek,2.2,18.4,0,NA,NA,W,46,NNW,WSW,4,19,85,47,1020.2,1018.2,NA,NA,9,17.9,No,0,No
2012-06-20,BadgerysCreek,1.4,15.8,0,NA,NA,N,13,SW,NNE,4,7,99,52,1023,1017.7,NA,NA,6.5,15.1,No,0,No
2012-06-21,BadgerysCreek,0.3,17.4,0,NA,NA,NNE,26,NA,NNE,0,9,99,59,1016.5,1010,NA,NA,4.4,16.8,No,0,No
2012-06-22,BadgerysCreek,4.3,16.2,0,NA,NA,WNW,57,WNW,NW,19,19,50,59,1006.7,1008.1,NA,NA,15.9,14.2,No,0,No
2012-06-23,BadgerysCreek,2.2,16.1,0,NA,NA,WSW,30,NE,SW,2,11,80,37,1022.2,1021.4,NA,NA,9.2,15.5,No,0,No
2012-06-24,BadgerysCreek,0.4,17.4,0,NA,NA,W,28,N,SSW,4,17,84,44,1028.7,1026.7,NA,NA,6.2,16.3,No,0,No
2012-06-25,BadgerysCreek,-0.3,18.8,0,NA,NA,SW,31,N,WSW,2,11,92,44,1028,1024,NA,NA,7.2,18.5,No,0,No
2012-06-26,BadgerysCreek,4.4,13.3,0,NA,NA,SSW,20,SW,SSW,7,6,90,87,1031.2,1029.8,NA,NA,10.4,11.6,No,0.8,No
2012-06-27,BadgerysCreek,6.4,16.1,0.8,NA,NA,ESE,17,SW,ESE,9,11,89,69,1032.2,1028.7,NA,NA,11.2,14.4,No,0,No
2012-06-28,BadgerysCreek,5.6,17.4,0,NA,NA,S,15,WSW,NA,9,0,94,65,1026.4,1020.8,NA,NA,9.5,16,No,0,No
2012-06-29,BadgerysCreek,7.6,19.8,0,NA,NA,NE,13,NA,N,0,4,100,59,1016,1010.7,NA,NA,11,19.3,No,0,No
2012-06-30,BadgerysCreek,2.3,18.7,0,NA,NA,WSW,22,NA,WNW,0,9,100,47,1014,1011.4,NA,NA,8,17.2,No,0,No
2012-07-01,BadgerysCreek,2.8,15.6,0,NA,NA,W,41,NA,WSW,0,20,96,47,1016.3,1014,NA,NA,7.2,13.8,No,0,No
2012-07-02,BadgerysCreek,-0.2,15.3,0,NA,NA,WSW,43,N,WSW,7,26,85,45,1016.6,1016.1,NA,NA,7.1,14.2,No,0,No
2012-07-03,BadgerysCreek,1,15.5,0,NA,NA,SW,31,NA,WSW,0,17,78,42,1020.9,1018.1,NA,NA,8.2,15,No,0,No
2012-07-04,BadgerysCreek,4.6,15.8,0,NA,NA,SSW,39,SW,S,22,13,61,46,1025.1,1025.4,NA,NA,10.1,14.3,No,0,No
2012-07-05,BadgerysCreek,5.5,15.3,0,NA,NA,SSW,39,SW,SSW,20,15,63,57,1031.8,1030.7,NA,NA,11,14.8,No,1.2,Yes
2012-07-06,BadgerysCreek,8.1,16.1,1.2,NA,NA,SSW,30,SW,SSW,17,11,75,54,1033.8,1031.6,NA,NA,11,13.7,Yes,0,No
2012-07-07,BadgerysCreek,4.3,16.8,0,NA,NA,SSW,19,SW,ESE,11,2,75,58,1032.9,1030.5,NA,NA,10.6,15,No,0,No
2012-07-08,BadgerysCreek,5.9,18.2,0,NA,NA,NE,19,SW,N,4,7,97,55,1031.5,1028,NA,NA,9.4,17.2,No,0,No
2012-07-09,BadgerysCreek,2.1,17.7,0,NA,NA,N,20,NA,NNE,0,13,100,59,1030.6,1026.2,NA,NA,8.3,17.2,No,0,No
2012-07-10,BadgerysCreek,3.3,13.8,0,NA,NA,NE,9,N,NA,4,0,100,83,1026.9,1021.5,NA,NA,6.8,13.4,No,8,Yes
2012-07-11,BadgerysCreek,6.7,19.6,8,NA,NA,WNW,31,NNE,NW,9,15,83,45,1019.8,1017.4,NA,NA,13.5,19.3,Yes,0.2,No
2012-07-12,BadgerysCreek,6.3,13.6,0.2,NA,NA,N,20,NA,NNE,0,4,95,97,1018.2,1012.9,NA,NA,9.8,13.4,No,2,Yes
2012-07-13,BadgerysCreek,7.3,21.9,2,NA,NA,NNE,28,NNW,NNE,6,19,100,71,1011.8,1007.3,NA,NA,11.3,20.7,Yes,0,No
2012-07-14,BadgerysCreek,4.5,18.9,0,NA,NA,WNW,41,NW,WNW,4,20,87,41,1013.3,1009.8,NA,NA,11.1,18,No,0,No
2012-07-15,BadgerysCreek,2.4,17.3,0,NA,NA,WSW,41,NA,WSW,0,24,70,45,1017.2,1017.4,NA,NA,10,16.1,No,0,No
2012-07-16,BadgerysCreek,2.8,20,0,NA,NA,W,20,N,SE,7,6,78,45,1027.8,1025.2,NA,NA,8.6,18.8,No,0,No
2012-07-17,BadgerysCreek,1.4,19.9,0,NA,NA,W,22,NA,ENE,0,2,100,45,1026.5,1021.4,NA,NA,8.2,19.5,No,0,No
2012-07-18,BadgerysCreek,2,18.5,0,NA,NA,WSW,22,SW,SW,4,9,100,44,1019.9,1015.6,NA,NA,6.5,18.4,No,0,No
2012-07-19,BadgerysCreek,3.8,15.7,0,NA,NA,SSE,37,SW,SSE,17,9,70,51,1020.9,1020.4,NA,NA,10.5,14.9,No,0,No
2012-07-20,BadgerysCreek,1.9,16.8,0,NA,NA,SW,26,SSW,SSW,11,11,75,38,1026.2,1024.7,NA,NA,8.1,16.4,No,0,No
2012-07-21,BadgerysCreek,5.7,16.5,0,NA,NA,SW,30,SSW,SSW,17,15,72,48,1030.2,1028.6,NA,NA,12.6,16.1,No,0,No
2012-07-22,BadgerysCreek,6.4,17.6,0,NA,NA,SSE,37,SW,SSW,19,13,76,91,1030.3,1028.3,NA,NA,11.9,12.5,No,3.6,Yes
2012-07-23,BadgerysCreek,8.5,15.6,3.6,NA,NA,S,31,SW,SSE,13,9,90,69,1030,1027.2,NA,NA,11.8,14.7,Yes,2,Yes
2012-07-24,BadgerysCreek,8.9,15.3,2,NA,NA,WSW,17,SW,E,7,7,88,71,1028.3,1025.8,NA,NA,11.6,14.6,Yes,0.2,No
2012-07-25,BadgerysCreek,4.5,17.8,0.2,NA,NA,NNE,22,NNE,N,4,9,100,57,1024,1019.2,NA,NA,7.1,17.5,No,0,No
2012-07-26,BadgerysCreek,5.3,18.4,0,NA,NA,NW,41,NW,NNE,4,15,100,57,1015.5,1010.7,NA,NA,9.1,18.1,No,0.6,No
2012-07-27,BadgerysCreek,2.3,17.1,0.6,NA,NA,WSW,35,NA,W,0,24,100,45,1013.1,1010.4,NA,NA,8.3,15.6,No,0,No
2012-07-28,BadgerysCreek,2.6,16.8,0,NA,NA,WSW,37,ENE,WSW,2,17,73,46,1016.7,1016.3,NA,NA,10.7,16.4,No,0,No
2012-07-29,BadgerysCreek,2.6,16.8,0,NA,NA,WSW,28,S,SSW,7,15,74,42,1022.8,1021.4,NA,NA,11.1,15.9,No,0,No
2012-07-30,BadgerysCreek,4.4,15.7,0,NA,NA,SW,37,SW,SW,17,17,61,37,1025,1022.3,NA,NA,10,15.2,No,0,No
2012-07-31,BadgerysCreek,2.4,15.2,0,NA,NA,SW,37,SW,S,22,11,65,46,1026.5,1023.2,NA,NA,10.3,13.4,No,0,No
2012-08-01,BadgerysCreek,3.2,15.8,0,NA,NA,S,37,WSW,SSW,9,13,72,40,1022.9,1019.5,NA,NA,9.4,15.2,No,0,No
2012-08-02,BadgerysCreek,2.9,16.9,0,NA,NA,WSW,31,SW,S,15,13,67,37,1022.4,1018,NA,NA,9.6,16.5,No,0,No
2012-08-03,BadgerysCreek,1.8,18,0,NA,NA,WSW,26,NW,NW,4,11,87,36,1017.8,1014.4,NA,NA,6.6,17.7,No,0,No
2012-08-04,BadgerysCreek,-0.9,19.9,0,NA,NA,WSW,31,NA,WSW,0,20,89,32,1017.9,1014.5,NA,NA,7.6,19.4,No,0,No
2012-08-05,BadgerysCreek,-0.6,21.9,0,NA,NA,NW,43,S,WNW,2,30,92,31,1016.5,1011.6,NA,NA,7.1,19.6,No,0,No
2012-08-06,BadgerysCreek,6.3,17.9,0,NA,NA,WSW,50,WSW,WSW,13,24,42,31,1014.6,1015.7,NA,NA,14.7,16.6,No,0,No
2012-08-07,BadgerysCreek,-0.7,18,0,NA,NA,NNE,15,NNE,N,11,7,75,33,1024.8,1020.9,NA,NA,6.6,17.3,No,0,No
2012-08-08,BadgerysCreek,-1.1,21,0,NA,NA,N,20,NNE,W,11,4,74,31,1021.6,1015.3,NA,NA,7.9,20.9,No,0,No
2012-08-09,BadgerysCreek,4.7,18.9,0,NA,NA,WSW,57,N,WSW,4,30,76,28,1014.8,1010.8,NA,NA,11.1,17.5,No,0,No
2012-08-10,BadgerysCreek,5.4,17.7,0,NA,NA,SSW,72,SW,S,28,31,46,34,1016,1016.6,NA,NA,11.6,16.3,No,0,No
2012-08-11,BadgerysCreek,7.2,17.6,0,NA,NA,SSW,52,SW,S,22,20,51,47,1021.4,1020.7,NA,NA,13.5,16,No,0,No
2012-08-12,BadgerysCreek,9.5,16,0,NA,NA,SW,37,SSW,S,19,17,55,50,1026.2,1024.9,NA,NA,12.7,14,No,0,No
2012-08-13,BadgerysCreek,5.7,18.5,0,NA,NA,SW,26,WSW,E,9,4,64,42,1027.3,1022.3,NA,NA,12.2,18.1,No,0,No
2012-08-14,BadgerysCreek,0.5,19.5,0,NA,NA,W,19,SW,N,4,11,84,43,1021.7,1017.6,NA,NA,9,17.6,No,0,No
2012-08-15,BadgerysCreek,0.9,23.8,0,NA,NA,W,31,NA,W,0,20,83,24,1016.8,1010.9,NA,NA,8.8,23.2,No,0,No
2012-08-16,BadgerysCreek,4.9,19.7,0,NA,NA,SW,28,W,N,7,11,56,38,1015.2,1010.3,NA,NA,13.1,19.1,No,0,No
2012-08-17,BadgerysCreek,1.1,21,0,NA,NA,W,70,N,WNW,17,31,62,44,1007,1004.5,NA,NA,12.3,13.7,No,0,No
2012-08-18,BadgerysCreek,6.2,17.8,0,NA,NA,W,50,SW,WSW,6,26,48,42,1007.5,1008.4,NA,NA,13,17.3,No,0,No
2012-08-19,BadgerysCreek,5.7,19.9,0,NA,NA,SW,30,WSW,NW,11,6,57,36,1020.6,1018.5,NA,NA,13.4,19.3,No,0,No
2012-08-20,BadgerysCreek,0.8,18.6,0,NA,NA,NNW,17,N,SSW,6,2,67,37,1024.5,1018.8,NA,NA,9.2,17.9,No,0,No
2012-08-21,BadgerysCreek,4.1,21.1,0,NA,NA,WNW,30,N,NE,4,9,72,29,1020.7,1015.4,NA,NA,10.9,20.6,No,0,No
2012-08-22,BadgerysCreek,4,24.9,0,NA,NA,NNE,37,NA,NNE,0,19,75,33,1015.6,1009.3,NA,NA,12.2,24.3,No,0,No
2012-08-23,BadgerysCreek,7.8,28.8,0,NA,NA,NNW,76,WNW,NW,17,31,51,34,1009.8,1005.7,NA,NA,21,25.4,No,3,Yes
2012-08-24,BadgerysCreek,9.6,18.9,3,NA,NA,NW,56,NW,WNW,24,24,50,31,1014.9,1012,NA,NA,12.7,18.4,Yes,0,No
2012-08-25,BadgerysCreek,4.1,19.7,0,NA,NA,WSW,30,SW,S,6,7,50,35,1018.3,1015.3,NA,NA,13.5,18.6,No,0.2,No
2012-08-26,BadgerysCreek,2.8,19.6,0.2,NA,NA,SW,37,SW,SSW,19,13,52,36,1018.5,1016.8,NA,NA,13.3,17.7,No,0,No
2012-08-29,BadgerysCreek,2,21.5,NA,NA,NA,N,33,NA,NNE,0,17,88,41,1017.7,1009.9,NA,NA,10,21.1,NA,0,No
2012-08-30,BadgerysCreek,5.2,21.4,0,NA,NA,WSW,50,NNW,WSW,7,33,60,27,1010.6,1009.5,NA,NA,14.6,19.1,No,0,No
2012-08-31,BadgerysCreek,6.5,18.5,0,NA,NA,W,46,SW,W,22,20,45,33,1017.1,1014.4,NA,NA,12.8,15.2,No,0,No
2012-09-01,BadgerysCreek,-0.2,17.6,0,NA,NA,WSW,33,SW,S,17,15,49,36,1022.5,1020.1,NA,NA,10.9,17.2,No,0,No
2012-09-02,BadgerysCreek,4.1,21,0,NA,NA,WSW,26,WSW,SSW,9,9,62,33,1024.4,1019.3,NA,NA,12.4,20.1,No,0,No
2012-09-03,BadgerysCreek,0.9,23.7,0,NA,NA,E,28,N,SE,4,9,56,24,1022.2,1019.1,NA,NA,13.1,22.4,No,0,No
2012-09-04,BadgerysCreek,2.2,25.3,0,NA,NA,E,24,NE,NNE,2,4,61,21,1023,1018.9,NA,NA,13.5,25,No,0,No
2012-09-05,BadgerysCreek,1.8,28.3,0,NA,NA,NNW,63,N,N,6,33,58,14,1016,1006.5,NA,NA,13.1,27,No,0,No
2012-09-06,BadgerysCreek,13.1,26.4,0,NA,NA,WNW,59,WNW,NW,17,33,25,15,1007.7,1005.6,NA,NA,21.4,25.7,No,0,No
2012-09-07,BadgerysCreek,7.6,21.3,0,NA,NA,WNW,74,W,WNW,26,31,28,31,1006.1,1006.9,NA,NA,19.4,17.3,No,0,No
2012-09-08,BadgerysCreek,5.7,20.3,0,NA,NA,W,54,WSW,WSW,22,33,45,35,1014.9,1014,NA,NA,15.1,19.1,No,0,No
2012-09-09,BadgerysCreek,6.5,22.4,0,NA,NA,WSW,43,SW,ENE,9,4,45,29,1021.6,1020.6,NA,NA,15.8,21.6,No,0,No
2012-09-10,BadgerysCreek,2.3,25.9,0,NA,NA,NNE,26,NNE,NE,6,11,65,25,1025.4,1019.1,NA,NA,13.8,25.1,No,0,No
2012-09-11,BadgerysCreek,6.1,22.2,0,NA,NA,SE,28,SSW,ESE,13,15,68,51,1025.3,1021.8,NA,NA,16.8,20.5,No,0,No
2012-09-12,BadgerysCreek,5.8,24.9,0,NA,NA,NNE,28,N,NNE,9,13,76,41,1023.3,1014.9,NA,NA,14.6,24.2,No,0,No
2012-09-13,BadgerysCreek,5,22.7,0,NA,NA,SSW,43,SW,S,6,22,86,78,1006.7,1007.6,NA,NA,13.8,14.6,No,2.6,Yes
2012-09-14,BadgerysCreek,2.2,19.9,2.6,NA,NA,SSW,31,SW,SSW,11,15,59,29,1019.7,1016.4,NA,NA,12.6,19.2,Yes,0,No
2012-09-15,BadgerysCreek,3.4,20.3,0,NA,NA,ESE,22,WSW,E,11,13,58,43,1025.1,1022.9,NA,NA,15.9,18.5,No,0,No
2012-09-16,BadgerysCreek,4.5,22.6,0,NA,NA,NNE,24,N,NE,9,13,61,39,1021.8,1015.4,NA,NA,15,22.1,No,0,No
2012-09-17,BadgerysCreek,8.3,22.1,0,NA,NA,S,31,SSW,ESE,11,17,68,60,1019.5,1016.2,NA,NA,16,19,No,0.6,No
2012-09-18,BadgerysCreek,7,22.3,0.6,NA,NA,N,33,SSW,ENE,4,19,100,50,1018.7,1012.4,NA,NA,11.8,20.1,No,2,Yes
2012-09-19,BadgerysCreek,5.5,22.9,2,NA,NA,WSW,31,NNW,S,2,13,75,38,1016.1,1013.8,NA,NA,14.3,21.5,Yes,0,No
2012-09-20,BadgerysCreek,7.3,24.6,0,NA,NA,E,26,NNE,ENE,4,9,68,37,1019.2,1013.8,NA,NA,16.4,23.6,No,0,No
2012-09-21,BadgerysCreek,8.5,26.1,0,NA,NA,SW,44,NNE,SSE,6,4,97,33,1012.5,1009.4,NA,NA,14.1,25.5,No,0,No
2012-09-22,BadgerysCreek,6,24.2,0,NA,NA,ESE,35,WNW,E,4,20,53,50,1016.3,1012.3,NA,NA,17.4,21.2,No,0,No
2012-09-23,BadgerysCreek,4.9,29.2,0,NA,NA,SW,41,NNE,NE,7,11,76,26,1011.4,1004.8,NA,NA,14.8,27.6,No,0,No
2012-09-24,BadgerysCreek,7.3,23.3,0,NA,NA,WSW,54,WSW,WSW,22,22,35,23,1013.4,1010.7,NA,NA,17.6,22.4,No,0,No
2012-09-25,BadgerysCreek,4.8,21.5,0,NA,NA,E,35,SW,ESE,6,20,50,58,1022,1019.5,NA,NA,15.8,18.7,No,0.2,No
2012-09-26,BadgerysCreek,10.4,24.1,0.2,NA,NA,ESE,35,NNE,E,13,13,67,45,1022.5,1017.6,NA,NA,17.3,23.2,No,0,No
2012-09-27,BadgerysCreek,7.9,28,0,NA,NA,NNE,24,N,NNE,4,11,82,37,1018.9,1012.4,NA,NA,14.9,27.3,No,0,No
2012-09-28,BadgerysCreek,12.2,33.4,0,NA,NA,NW,59,NNW,NW,6,35,52,26,1009,1003.7,NA,NA,23.5,31.9,No,9.4,Yes
2012-09-29,BadgerysCreek,15.8,22.3,9.4,NA,NA,W,59,WNW,W,19,28,55,35,1006.2,1007.9,NA,NA,19.5,19.1,Yes,0,No
2012-09-30,BadgerysCreek,6.5,20.9,0,NA,NA,WSW,44,W,SW,26,15,35,28,1019.3,1017.8,NA,NA,15.2,20.2,No,0,No
2012-10-01,BadgerysCreek,4.5,21.9,0,NA,NA,ESE,41,SSW,SSE,6,4,57,32,1028,1024.5,NA,NA,15.4,21.2,No,0,No
2012-10-02,BadgerysCreek,8,22.8,0,NA,NA,E,24,W,E,7,7,56,32,1032.9,1028.2,NA,NA,17.3,22.4,No,0,No
2012-10-03,BadgerysCreek,5,30.6,0,NA,NA,NNE,24,N,ENE,4,7,61,22,1026.2,1019.8,NA,NA,17.7,28.7,No,0,No
2012-10-04,BadgerysCreek,7.8,32.1,0,NA,NA,WNW,43,N,WNW,6,26,48,17,1019,1013.6,NA,NA,20.6,31.1,No,0,No
2012-10-05,BadgerysCreek,10.6,35,0,NA,NA,W,57,NNW,E,6,20,35,37,1014.7,1011.6,NA,NA,26.6,29,No,0,No
2012-10-06,BadgerysCreek,14.7,17.4,0,NA,NA,NNE,28,E,E,6,13,94,86,1019.3,1013.7,NA,NA,15.7,16.4,No,5.6,Yes
2012-10-07,BadgerysCreek,10.1,22.4,5.6,NA,NA,SW,41,SW,SSE,7,7,57,27,1014.2,1012.7,NA,NA,14.7,21.5,Yes,0,No
2012-10-08,BadgerysCreek,11.1,19.4,0,NA,NA,E,33,SSE,ESE,9,22,57,52,1017.3,1012.6,NA,NA,15.3,18,No,2.4,Yes
2012-10-09,BadgerysCreek,10.3,21.3,2.4,NA,NA,ESE,33,WSW,ESE,4,24,78,48,1013.3,1010,NA,NA,12.7,18.8,Yes,0,No
2012-10-10,BadgerysCreek,4.9,26.7,0,NA,NA,WSW,35,SW,SSW,6,13,79,27,1011.9,1006.6,NA,NA,12.8,23.7,No,6.2,Yes
2012-10-11,BadgerysCreek,11.7,20,6.2,NA,NA,W,37,NA,NNE,0,13,97,56,1005.8,1003.3,NA,NA,12.8,18.8,Yes,9.8,Yes
2012-10-12,BadgerysCreek,6.1,16.9,9.8,NA,NA,SW,59,WNW,SW,35,28,92,72,1006,1011.4,NA,NA,6.2,15.4,Yes,18.4,Yes
2012-10-13,BadgerysCreek,4.2,21.6,18.4,NA,NA,ESE,28,SW,ESE,7,19,73,42,1019.9,1018.4,NA,NA,12.9,19.4,Yes,0.2,No
2012-10-14,BadgerysCreek,8,21.9,0.2,NA,NA,ENE,30,WSW,SE,7,7,75,40,1025.8,1023,NA,NA,14.7,20.4,No,0,No
2012-10-15,BadgerysCreek,6.2,29.1,0,NA,NA,SW,31,NW,NE,4,7,78,27,1024.9,1019.8,NA,NA,14.1,27.5,No,0,No
2012-10-16,BadgerysCreek,9.3,32.6,0,NA,NA,NW,43,NA,WNW,0,26,74,14,1018.8,1014.1,NA,NA,16.9,31.7,No,0,No
2012-10-17,BadgerysCreek,12.4,24.6,0,NA,NA,E,35,SSW,ESE,19,17,34,48,1015.8,1015.5,NA,NA,22.1,22.4,No,0,No
2012-10-18,BadgerysCreek,14.3,24.1,0,NA,NA,NNE,28,NNE,NE,7,13,65,48,1022.6,1018.4,NA,NA,17.6,23.4,No,0,No
2012-10-19,BadgerysCreek,12,30.4,0,NA,NA,ENE,24,NA,E,0,6,95,32,1016.5,1010.7,NA,NA,15.1,30,No,0,No
2012-10-20,BadgerysCreek,10.1,34.5,0,NA,NA,WSW,44,NA,WSW,0,26,49,12,1008.2,1007.1,NA,NA,22.3,33.4,No,0,No
2012-10-21,BadgerysCreek,9.5,29.6,0,NA,NA,W,44,N,W,2,15,81,27,1014.1,1010,NA,NA,16.7,26.6,No,0,No
2012-10-22,BadgerysCreek,8.7,20.2,0,NA,NA,S,59,SW,S,7,35,74,34,1016,1019.1,NA,NA,16.5,17.8,No,0.2,No
2012-10-23,BadgerysCreek,8.8,20.7,0.2,NA,NA,ENE,31,SSW,ESE,11,11,57,36,1027.6,1025.9,NA,NA,15.6,19.6,No,0,No
2012-10-24,BadgerysCreek,5.2,27.4,0,NA,NA,NNE,33,NNE,N,9,15,67,29,1024,1016.6,NA,NA,15.1,25.5,No,0,No
2012-10-25,BadgerysCreek,7.9,34.2,0,NA,NA,SW,52,WSW,NNW,2,19,77,18,1013.1,1005.7,NA,NA,16.4,33,No,0,No
2012-10-26,BadgerysCreek,13.5,24.4,0,NA,NA,SW,35,NA,NNE,0,7,78,59,1010.7,1006.7,NA,NA,16.1,21.7,No,0,No
2012-10-27,BadgerysCreek,8.5,22.7,0,NA,NA,ENE,48,SW,ESE,13,19,41,39,1015.7,1015.3,NA,NA,17.7,20.4,No,0,No
2012-10-28,BadgerysCreek,10.9,21.1,0,NA,NA,E,28,SSE,ENE,7,11,62,44,1025.7,1023.6,NA,NA,15.5,20,No,0,No
2012-10-29,BadgerysCreek,8,24.7,0,NA,NA,E,33,SW,NNW,4,7,64,35,1025.1,1019.9,NA,NA,15.9,24.2,No,0,No
2012-10-30,BadgerysCreek,9.4,27.4,0,NA,NA,E,31,NNW,NE,4,19,61,37,1019.6,1014.4,NA,NA,18.9,26.4,No,0,No
2012-10-31,BadgerysCreek,11.3,33.1,0,NA,NA,ESE,39,NW,ESE,4,19,64,31,1016.1,1011.6,NA,NA,20.7,30.6,No,0,No
2012-11-01,BadgerysCreek,12.4,34.4,0,NA,NA,WSW,61,NNE,NW,4,26,61,19,1008.3,1001.2,NA,NA,21.2,32.8,No,0,No
2012-11-02,BadgerysCreek,11.7,22.4,0,NA,NA,ESE,33,S,ESE,11,19,46,36,1015.4,1014.1,NA,NA,16.9,21.1,No,0,No
2012-11-03,BadgerysCreek,11.6,18.8,0,NA,NA,SE,22,S,E,7,11,83,77,1021.1,1020.2,NA,NA,14.1,15.8,No,0,No
2012-11-04,BadgerysCreek,11.4,26.5,0,NA,NA,NNW,33,WSW,E,4,15,67,48,1020.3,1016.1,NA,NA,18.8,26,No,0.2,No
2012-11-05,BadgerysCreek,11.4,33.5,0.2,NA,NA,WSW,33,E,ENE,4,19,76,35,1018.2,1013.3,NA,NA,20.8,31.7,No,0.6,No
2012-11-06,BadgerysCreek,17.3,34,0.6,NA,NA,E,31,WSW,ESE,4,22,74,38,1015.6,1011.2,NA,NA,22.5,31.9,No,0.2,No
2012-11-07,BadgerysCreek,18.5,26.5,0.2,NA,NA,NE,22,E,NE,4,4,80,56,1013.8,1009.6,NA,NA,21.1,25.7,No,1.4,Yes
2012-11-08,BadgerysCreek,16.7,30.3,1.4,NA,NA,SE,37,ESE,ESE,4,22,76,53,1012,1010.3,NA,NA,22.9,25.7,Yes,12.4,Yes
2012-11-09,BadgerysCreek,15.6,30.3,12.4,NA,NA,WSW,35,N,WSW,6,15,91,32,1014.4,1011.5,NA,NA,19.3,29,Yes,0,No
